repeticao,ordem,versao,topologia,cache,ciclos,tsc_hz,pacotes,ns_por_pacote
1,1,25.11,simetrico,96,15893592,4391800000,2000000,1.8095
1,1,26.07,simetrico,96,17050044,4391800000,2000000,1.9411
1,2,25.11,simetrico,24,15921884,4391800000,2000000,1.8127
1,2,26.07,simetrico,24,19123676,4391800000,2000000,2.1772
1,3,25.11,assimetrico,128,29609668,4391800000,2000000,3.3710
1,3,26.07,assimetrico,128,31001476,4391800000,2000000,3.5295
1,4,25.11,assimetrico,32,34210572,4391800000,2000000,3.8948
1,4,26.07,assimetrico,32,32822020,4391800000,2000000,3.7367
1,5,25.11,assimetrico,48,37662592,4391800000,2000000,4.2878
1,5,26.07,assimetrico,48,42600052,4391800000,2000000,4.8500
1,6,25.11,simetrico,128,20619588,4391800000,2000000,2.3475
1,6,26.07,simetrico,128,22202356,4391800000,2000000,2.5277
1,7,25.11,assimetrico,64,40826720,4391800000,2000000,4.6481
1,7,26.07,assimetrico,64,45437304,4391800000,2000000,5.1730
1,8,25.11,assimetrico,256,35130524,4391800000,2000000,3.9996
1,8,26.07,assimetrico,256,35333452,4391800000,2000000,4.0227
1,9,25.11,simetrico,512,20622976,4391800000,2000000,2.3479
1,9,26.07,simetrico,512,22163416,4391800000,2000000,2.5233
1,10,25.11,simetrico,16,26035460,4391800000,2000000,2.9641
1,10,26.07,simetrico,16,24672736,4391800000,2000000,2.8090
1,11,25.11,simetrico,64,20602956,4391800000,2000000,2.3456
1,11,26.07,simetrico,64,22275396,4391800000,2000000,2.5360
1,12,25.11,assimetrico,24,49056392,4391800000,2000000,5.5850
1,12,26.07,assimetrico,24,47296744,4391800000,2000000,5.3847
1,13,25.11,simetrico,48,20640312,4391800000,2000000,2.3499
1,13,26.07,simetrico,48,22215160,4391800000,2000000,2.5292
1,14,25.11,assimetrico,512,34949464,4391800000,2000000,3.9789
1,14,26.07,assimetrico,512,34152800,4391800000,2000000,3.8882
1,15,25.11,assimetrico,16,45323300,4391800000,2000000,5.1600
1,15,26.07,assimetrico,16,47201968,4391800000,2000000,5.3739
1,16,25.11,simetrico,32,20663720,4391800000,2000000,2.3525
1,16,26.07,simetrico,32,22200420,4391800000,2000000,2.5275
1,17,25.11,assimetrico,96,36245572,4391800000,2000000,4.1265
1,17,26.07,assimetrico,96,46873640,4391800000,2000000,5.3365
1,18,25.11,simetrico,0,23087944,4391800000,2000000,2.6285
1,18,26.07,simetrico,0,24480324,4391800000,2000000,2.7870
1,19,25.11,simetrico,256,20645328,4391800000,2000000,2.3504
1,19,26.07,simetrico,256,22130240,4391800000,2000000,2.5195
1,20,25.11,assimetrico,0,50228552,4391800000,2000000,5.7184
1,20,26.07,assimetrico,0,45650132,4391800000,2000000,5.1972
2,1,25.11,assimetrico,48,41975560,4391800000,2000000,4.7789
2,1,26.07,assimetrico,48,43994984,4391800000,2000000,5.0088
2,2,25.11,simetrico,128,20614044,4391800000,2000000,2.3469
2,2,26.07,simetrico,128,22123640,4391800000,2000000,2.5187
2,3,25.11,assimetrico,0,50778948,4391800000,2000000,5.7811
2,3,26.07,assimetrico,0,46630848,4391800000,2000000,5.3089
2,4,25.11,simetrico,32,20681012,4391800000,2000000,2.3545
2,4,26.07,simetrico,32,22206360,4391800000,2000000,2.5282
2,5,25.11,simetrico,96,20617872,4391800000,2000000,2.3473
2,5,26.07,simetrico,96,22176176,4391800000,2000000,2.5247
2,6,25.11,simetrico,48,20593628,4391800000,2000000,2.3446
2,6,26.07,simetrico,48,22172744,4391800000,2000000,2.5243
2,7,25.11,assimetrico,64,41394496,4391800000,2000000,4.7127
2,7,26.07,assimetrico,64,45062248,4391800000,2000000,5.1303
2,8,25.11,simetrico,24,20596444,4391800000,2000000,2.3449
2,8,26.07,simetrico,24,24660856,4391800000,2000000,2.8076
2,9,25.11,assimetrico,96,36280948,4391800000,2000000,4.1305
2,9,26.07,assimetrico,96,46553452,4391800000,2000000,5.3000
2,10,25.11,assimetrico,256,34918356,4391800000,2000000,3.9754
2,10,26.07,assimetrico,256,36915956,4391800000,2000000,4.2028
2,11,25.11,simetrico,256,20645152,4391800000,2000000,2.3504
2,11,26.07,simetrico,256,22129008,4391800000,2000000,2.5194
2,12,25.11,assimetrico,24,49322812,4391800000,2000000,5.6153
2,12,26.07,assimetrico,24,48174852,4391800000,2000000,5.4846
2,13,25.11,assimetrico,32,42801264,4391800000,2000000,4.8729
2,13,26.07,assimetrico,32,42905940,4391800000,2000000,4.8848
2,14,25.11,simetrico,512,20681276,4391800000,2000000,2.3545
2,14,26.07,simetrico,512,22284196,4391800000,2000000,2.5370
2,15,25.11,simetrico,16,26280584,4391800000,2000000,2.9920
2,15,26.07,simetrico,16,24674540,4391800000,2000000,2.8092
2,16,25.11,simetrico,64,20602252,4391800000,2000000,2.3455
2,16,26.07,simetrico,64,22138292,4391800000,2000000,2.5204
2,17,25.11,assimetrico,16,46396724,4391800000,2000000,5.2822
2,17,26.07,assimetrico,16,46987380,4391800000,2000000,5.3494
2,18,25.11,simetrico,0,23490104,4391800000,2000000,2.6743
