  sonda-relaxed: 20000 amostras de 2000000 rodadas, cpu 0, governor performance

  periodo de clock MEDIDO, apos 400 ms de aquecimento: 0.3150 ns  (3.17 GHz)
  frequencia lida do sysfs no mesmo instante:         5.41 GHz

  amostra  ns/operacao   GHz
  -------  -----------  -----
        0       0.3353   5.41
        1       0.3356   5.41
        2       0.3349   5.41
        3       0.3342   5.41
        4       0.3337   5.40
        5       0.3348   5.40
        6       0.3346   5.39
        7       0.3345   5.39
        8       0.3361   5.39
        9       0.3365   5.39
       10       0.3348   5.39
       11       0.3352   5.39
       12       0.3349   5.39
       13       0.3352   5.39
       14       0.3362   5.39
       15       0.3360   5.39
       16       0.3359   5.39
       17       0.3359   5.39
       18       0.3364   5.39
       19       0.3360   5.39
       20       0.3357   5.39
       21       0.3357   5.39
       22       0.3355   5.39
       23       0.3357   5.39
       24       0.3362   5.39
       25       0.3349   5.38
       26       0.3360   5.38
       27       0.3359   5.38
       28       0.3355   5.38
       29       0.3366   5.38
       30       0.3361   5.39
       31       0.3360   5.38
       32       0.3359   5.38
       33       0.3362   5.38
       34       0.3360   5.38
       35       0.3359   5.38
       36       0.3362   5.38
       37       0.3357   5.38
       38       0.3348   5.38
       39       0.3363   5.38
       40       0.3363   5.38
       41       0.3352   5.38
       42       0.3354   5.38
       43       0.3348   5.38
       44       0.3354   5.38
       45       0.3352   5.38
       46       0.3351   5.37
       47       0.3344   5.37
       48       0.3348   5.37
       49       0.3353   5.37
       50       0.3343   5.37
       51       0.3348   5.37
       52       0.3340   5.37
       53       0.3335   5.37
       54       0.3347   5.37
       55       0.3355   5.37
       56       0.3344   5.37
       57       0.3348   5.37
       58       0.3344   5.36
       59       0.3335   5.37
       60       0.3344   5.37
       61       0.3352   5.37
       62       0.3343   5.36
       63       0.3348   5.36
       64       0.3351   5.37
       65       0.3345   5.36
       66       0.3357   5.36
       67       0.3349   5.36
       68       0.3341   5.37
       69       0.3347   5.37
       70       0.3352   5.36
       71       0.3337   5.36
       72       0.3349   5.36
       73       0.3346   5.36
       74       0.3342   5.36
       75       0.3346   5.36
       76       0.3342   5.36
