  sonda-relaxed: 20000 amostras de 2000000 rodadas, cpu 0, governor performance

  periodo de clock MEDIDO, apos 400 ms de aquecimento: 0.1790 ns  (5.59 GHz)
  frequencia lida do sysfs no mesmo instante:         5.58 GHz

  amostra  ns/operacao   GHz
      388       0.2038   5.52
      389       0.2034   5.52
      390       0.2041   5.52
      391       0.2032   5.51
      392       0.2033   5.51
      393       0.2040   5.51
      394       0.2033   5.52
      395       0.2039   5.52
      396       0.2033   5.51
      397       0.2032   5.51
      398       0.2038   5.51
      399       0.2032   5.52
      400       0.2039   5.52
      401       0.2032   5.52
      402       0.2031   5.52
      403       0.2038   5.52
      404       0.2033   5.52
      405       0.2038   5.52
      406       0.2033   5.52
      407       0.2033   5.52
      408       0.2039   5.52
      409       0.2033   5.52
      410       0.2039   5.52
      411       0.2033   5.51
      412       0.2039   5.51
      413       0.2033   5.51
      414       0.2033   5.51
      415       0.2039   5.51
      416       0.2033   5.51
      417       0.2038   5.51
      418       0.2034   5.52
      419       0.2032   5.52
      420       0.2039   5.52
      421       0.2033   5.52
      422       0.2039   5.52
      423       0.2033   5.52
      424       0.2033   5.52
      425       0.2040   5.52
      426       0.2032   5.52
      427       0.2038   5.52
      428       0.2033   5.52
      429       0.2032   5.52
      430       0.2039   5.52
      431       0.2032   5.52
      432       0.2039   5.52
      433       0.2033   5.52
      434       0.2039   5.52
      435       0.2032   5.52
      436       0.2033   5.52
      437       0.2037   5.52
      438       0.2033   5.52
      439       0.2040   5.52
      440       0.2033   5.52
      441       0.2033   5.52
      442       0.2040   5.52
      443       0.2032   5.52
      444       0.2039   5.52
      445       0.2032   5.52
      446       0.2033   5.52
      447       0.2038   5.52
      448       0.2033   5.52
      449       0.2040   5.52
      450       0.2032   5.52
      451       0.2032   5.52
      452       0.2039   5.52
      453       0.2033   5.52
      454       0.2038   5.52
      455       0.2032   5.52
      456       0.2038   5.52
      457       0.2032   5.52
      458       0.2034   5.52
      459       0.2040   5.52
      460       0.2033   5.51
      461       0.2041   5.51
      462       0.2033   5.51
      463       0.2035   5.51
      464       0.2040   5.51
      465       0.2033   5.51
      466       0.2038   5.51
      467       0.2032   5.51
      468       0.2032   5.51
      469       0.2039   5.51
      470       0.2033   5.52
      471       0.2039   5.52
      472       0.2033   5.52
      473       0.2034   5.52
      474       0.2038   5.52
      475       0.2033   5.52
      476       0.2040   5.52
      477       0.2033   5.52
      478       0.2039   5.52
      479       0.2033   5.51
      480       0.2035   5.51
      481       0.2042   5.51
      482       0.2034   5.51
      483       0.2038   5.51
      484       0.2032   5.51
      485       0.2033   5.51
      486       0.2038   5.51
      487       0.2033   5.52
      488       0.2038   5.52
      489       0.2033   5.52
      490       0.2035   5.52
      491       0.2041   5.52
      492       0.2034   5.51
      493       0.2040   5.51
      494       0.2034   5.51
      495       0.2031   5.51
      496       0.2038   5.51
      497       0.2033   5.52
      498       0.2039   5.52
      499       0.2033   5.52
      500       0.2034   5.52
      501       0.2032   5.51
      502       0.2034   5.51
      503       0.2041   5.51
      504       0.2034   5.51
      505       0.2038   5.51
      506       0.2033   5.51
      507       0.2034   5.51
      508       0.2041   5.51
      509       0.2033   5.51
      510       0.2042   5.51
      511       0.2034   5.51
      512       0.2034   5.51
      513       0.2041   5.51
      514       0.2033   5.51
      515       0.2038   5.51
      516       0.2033   5.51
      517       0.2033   5.51
      518       0.2038   5.51
      519       0.2033   5.52
      520       0.2040   5.52
      521       0.2032   5.52
      522       0.2035   5.52
      523       0.2039   5.52
      524       0.2032   5.52
      525       0.2038   5.52
      526       0.2032   5.52
      527       0.2039   5.52
      528       0.2033   5.52
      529       0.2033   5.52
      530       0.2039   5.52
      531       0.2032   5.52
      532       0.2038   5.52
      533       0.2031   5.52
      534       0.2033   5.52
      535       0.2038   5.52
      536       0.2032   5.52
      537       0.2039   5.52
      538       0.2032   5.52
      539       0.2032   5.52
      540       0.2038   5.52
      541       0.2034   5.52
      542       0.2039   5.52
      543       0.2033   5.51
      544       0.2036   5.51
      545       0.2038   5.51
      546       0.2033   5.51
      547       0.2040   5.51
      548       0.2033   5.51
      549       0.2041   5.51
      550       0.2036   5.51
      551       0.2032   5.51
      552       0.2038   5.51
      553       0.2034   5.51
      554       0.2038   5.51
      555       0.2033   5.52
      556       0.2033   5.52
      557       0.2039   5.52
      558       0.2033   5.51
      559       0.2042   5.51
      560       0.2034   5.51
      561       0.2032   5.51
      562       0.2040   5.51
      563       0.2034   5.51
      564       0.2037   5.51
      565       0.2033   5.51
      566       0.2034   5.51
      567       0.2037   5.51
      568       0.2033   5.52
      569       0.2040   5.52
      570       0.2033   5.51
      571       0.2039   5.51
      572       0.2030   5.52
      573       0.2032   5.52
      574       0.2038   5.52
      575       0.2033   5.52
      576       0.2039   5.52
      577       0.2033   5.51
      578       0.2033   5.51
      579       0.2042   5.51
      580       0.2032   5.51
      581       0.2039   5.51
      582       0.2032   5.51
      583       0.2032   5.51
      584       0.2038   5.51
      585       0.2033   5.52
      586       0.2040   5.52
      587       0.2033   5.52
      588       0.2034   5.52
      589       0.2041   5.52
      590       0.2032   5.51
      591       0.2038   5.51
      592       0.2033   5.51
      593       0.2111   5.51
      594       0.2031   5.52
      595       0.2033   5.52
      596       0.2039   5.52
      597       0.2033   5.52
      598       0.2038   5.52
      599       0.2033   5.52
      600       0.2033   5.52
      601       0.2040   5.52
      602       0.2033   5.52
      603       0.2037   5.52
      604       0.2033   5.51
      605       0.2034   5.51
      606       0.2041   5.51
      607       0.2032   5.51
      608       0.2038   5.51
      609       0.2032   5.51
      610       0.2034   5.51
      611       0.2036   5.51
      612       0.2032   5.52
      613       0.2038   5.52
      614       0.2033   5.52
      615       0.2038   5.52
      616       0.2032   5.52
      617       0.2033   5.52
      618       0.2038   5.52
      619       0.2032   5.52
      620       0.2040   5.52
      621       0.2032   5.52
      622       0.2034   5.52
      623       0.2039   5.52
      624       0.2033   5.52
      625       0.2040   5.52
      626       0.2034   5.51
      627       0.2032   5.51
      628       0.2038   5.51
      629       0.2033   5.51
      630       0.2040   5.51
      631       0.2033   5.51
      632       0.2035   5.51
      633       0.2038   5.51
      634       0.2033   5.52
      635       0.2041   5.52
      636       0.2034   5.51
      637       0.2038   5.51
      638       0.2032   5.51
      639       0.2032   5.51
      640       0.2042   5.51
      641       0.2032   5.52
      642       0.2038   5.52
      643       0.2033   5.52
      644       0.2033   5.52
      645       0.2039   5.52
      646       0.2033   5.52
      647       0.2038   5.52
      648       0.2033   5.52
      649       0.2034   5.52
      650       0.2041   5.52
      651       0.2033   5.51
      652       0.2037   5.51
      653       0.2032   5.51
      654       0.2033   5.51
