  sonda-relaxed: 20000 amostras de 2000000 rodadas, cpu 0, governor performance

  periodo de clock MEDIDO, apos 400 ms de aquecimento: 0.3160 ns  (3.16 GHz)
  frequencia lida do sysfs no mesmo instante:         5.44 GHz

  amostra  ns/operacao   GHz
  -------  -----------  -----
        0       0.3376   5.44
        1       0.3383   5.44
        2       0.3383   5.44
        3       0.3381   5.43
        4       0.3382   5.43
        5       0.3386   5.42
        6       0.3373   5.42
        7       0.3392   5.42
        8       0.3489   5.42
        9       0.3388   5.42
       10       0.3394   5.42
       11       0.3392   5.42
       12       0.3384   5.42
       13       0.3389   5.42
       14       0.3391   5.42
       15       0.3397   5.42
       16       0.3393   5.42
       17       0.3397   5.42
       18       0.3395   5.42
       19       0.3388   5.42
       20       0.3394   5.42
       21       0.3385   5.42
       22       0.3381   5.41
       23       0.3370   5.41
       24       0.3369   5.40
       25       0.3359   5.40
       26       0.3356   5.40
       27       0.3360   5.39
       28       0.3352   5.39
       29       0.3370   5.39
       30       0.3365   5.39
       31       0.3348   5.39
       32       0.3357   5.39
       33       0.3365   5.39
       34       0.3354   5.39
       35       0.3359   5.39
       36       0.3363   5.39
       37       0.3356   5.39
       38       0.3366   5.39
       39       0.3356   5.38
       40       0.3356   5.38
       41       0.3365   5.38
       42       0.3356   5.38
       43       0.3343   5.38
       44       0.3361   5.38
       45       0.3356   5.38
       46       0.3358   5.38
       47       0.3357   5.38
       48       0.3359   5.38
       49       0.3351   5.38
       50       0.3347   5.38
       51       0.3364   5.38
       52       0.3363   5.38
       53       0.3367   5.38
       54       0.3362   5.38
       55       0.3357   5.38
       56       0.3358   5.38
       57       0.3365   5.38
       58       0.3354   5.38
       59       0.3354   5.38
       60       0.3356   5.38
       61       0.3348   5.38
       62       0.3354   5.38
       63       0.3362   5.38
       64       0.3366   5.38
       65       0.3360   5.38
       66       0.3361   5.38
       67       0.3356   5.38
       68       0.3357   5.38
       69       0.3355   5.38
       70       0.3354   5.37
       71       0.3343   5.38
       72       0.3363   5.38
       73       0.3362   5.38
       74       0.3364   5.38
       75       0.3362   5.38
       76       0.3364   5.38
       77       0.3350   5.38
       78       0.3360   5.38
       79       0.3362   5.37
       80       0.3363   5.38
       81       0.3361   5.38
       82       0.3363   5.38
       83       0.3355   5.38
       84       0.3369   5.38
       85       0.3367   5.38
       86       0.3360   5.38
       87       0.3365   5.38
       88       0.3365   5.37
       89       0.3359   5.38
       90       0.3356   5.38
       91       0.3365   5.38
       92       0.3364   5.37
       93       0.3344   5.37
       94       0.3364   5.37
       95       0.3351   5.38
       96       0.3352   5.38
       97       0.3357   5.38
       98       0.3359   5.38
       99       0.3359   5.37
      100       0.3360   5.37
      101       0.3366   5.38
      102       0.3349   5.38
      103       0.3364   5.38
      104       0.3366   5.37
      105       0.3357   5.38
      106       0.3356   5.38
      107       0.3356   5.37
      108       0.3344   5.37
      109       0.3355   5.37
      110       0.3356   5.38
      111       0.3346   5.38
      112       0.3348   5.38
      113       0.3348   5.38
      114       0.3348   5.38
      115       0.3353   5.38
      116       0.3359   5.38
      117       0.3343   5.37
      118       0.3354   5.37
      119       0.3358   5.37
      120       0.3345   5.38
      121       0.3360   5.38
      122       0.3359   5.38
      123       0.3351   5.38
      124       0.3355   5.38
      125       0.3363   5.37
      126       0.3359   5.38
      127       0.3355   5.38
      128       0.3363   5.37
      129       0.3355   5.38
      130       0.3357   5.38
      131       0.3354   5.37
      132       0.3356   5.37
      133       0.3356   5.37
      134       0.3359   5.38
      135       0.3352   5.37
      136       0.3356   5.37
      137       0.3359   5.37
      138       0.3359   5.38
      139       0.3356   5.37
      140       0.3361   5.37
      141       0.3361   5.38
      142       0.3353   5.38
      143       0.3359   5.38
      144       0.3357   5.38
      145       0.3359   5.38
      146       0.3360   5.38
      147       0.3354   5.37
      148       0.3349   5.37
      149       0.3353   5.37
      150       0.3351   5.38
      151       0.3360   5.38
      152       0.3366   5.38
      153       0.3366   5.37
      154       0.3348   5.38
      155       0.3347   5.38
      156       0.3350   5.37
      157       0.3347   5.38
      158       0.3350   5.38
      159       0.3359   5.38
      160       0.3359   5.37
      161       0.3364   5.37
      162       0.3358   5.38
      163       0.3360   5.38
      164       0.3346   5.38
      165       0.3354   5.38
      166       0.3359   5.38
      167       0.3358   5.38
      168       0.3358   5.37
      169       0.3347   5.37
      170       0.3356   5.37
      171       0.3359   5.38
      172       0.3357   5.38
      173       0.3360   5.38
      174       0.3354   5.38
      175       0.3342   5.37
      176       0.3360   5.37
      177       0.3358   5.38
      178       0.3356   5.37
      179       0.3359   5.37
      180       0.3362   5.38
      181       0.3362   5.38
      182       0.3358   5.38
      183       0.3361   5.38
      184       0.3363   5.37
      185       0.3348   5.38
      186       0.3359   5.38
      187       0.3369   5.37
      188       0.3346   5.37
      189       0.3357   5.37
      190       0.3358   5.37
      191       0.3351   5.38
      192       0.3362   5.38
      193       0.3363   5.38
      194       0.3350   5.38
      195       0.3363   5.38
      196       0.3361   5.37
      197       0.3358   5.38
      198       0.3362   5.38
      199       0.3368   5.37
      200       0.3355   5.38
      201       0.3360   5.38
      202       0.3362   5.38
      203       0.3359   5.38
      204       0.3364   5.38
      205       0.3363   5.38
      206       0.3346   5.37
      207       0.3357   5.37
      208       0.3350   5.37
      209       0.3355   5.38
      210       0.3357   5.38
      211       0.3366   5.38
      212       0.3356   5.38
      213       0.3367   5.38
      214       0.3368   5.38
      215       0.3368   5.38
      216       0.3364   5.38
      217       0.3372   5.37
      218       0.3356   5.38
      219       0.3359   5.38
      220       0.3355   5.37
      221       0.3350   5.37
      222       0.3359   5.37
      223       0.3361   5.37
      224       0.3362   5.38
      225       0.3356   5.38
      226       0.3352   5.38
      227       0.3360   5.38
      228       0.3352   5.38
      229       0.3354   5.38
      230       0.3352   5.38
      231       0.3345   5.38
      232       0.3350   5.38
      233       0.3356   5.38
      234       0.3351   5.38
      235       0.3357   5.38
      236       0.3358   5.38
      237       0.3355   5.37
      238       0.3361   5.37
      239       0.3367   5.38
      240       0.3364   5.38
      241       0.3364   5.38
      242       0.3365   5.38
      243       0.3353   5.38
      244       0.3366   5.38
      245       0.3360   5.37
      246       0.3350   5.38
      247       0.3358   5.38
      248       0.3352   5.38
      249       0.3356   5.37
      250       0.3366   5.37
      251       0.3364   5.38
      252       0.3346   5.38
      253       0.3354   5.38
      254       0.3357   5.38
      255       0.3362   5.38
      256       0.3359   5.38
      257       0.3357   5.38
      258       0.3353   5.37
      259       0.3359   5.37
      260       0.3355   5.37
      261       0.3345   5.38
      262       0.3357   5.38
      263       0.3358   5.38
      264       0.3351   5.38
      265       0.3368   5.38
      266       0.3363   5.38
      267       0.3364   5.38
      268       0.3357   5.38
      269       0.3359   5.38
      270       0.3348   5.38
      271       0.3352   5.38
      272       0.3363   5.38
      273       0.3353   5.38
      274       0.3348   5.37
      275       0.3353   5.37
      276       0.3356   5.37
      277       0.3350   5.38
      278       0.3364   5.38
      279       0.3364   5.38
      280       0.3348   5.38
      281       0.3366   5.38
      282       0.3362   5.37
      283       0.3357   5.38
      284       0.3355   5.38
      285       0.3360   5.38
      286       0.3360   5.38
      287       0.3366   5.38
      288       0.3357   5.37
      289       0.3352   5.37
      290       0.3357   5.37
      291       0.3363   5.38
      292       0.3351   5.38
      293       0.3362   5.38
      294       0.3362   5.38
      295       0.3354   5.38
      296       0.3361   5.38
      297       0.3361   5.38
      298       0.3350   5.38
      299       0.3360   5.38
      300       0.3367   5.38
      301       0.3357   5.38
      302       0.3363   5.38
      303       0.3362   5.37
      304       0.3369   5.38
      305       0.3458   5.38
      306       0.3364   5.38
      307       0.3348   5.38
      308       0.3355   5.38
      309       0.3357   5.38
      310       0.3356   5.38
      311       0.3358   5.37
      312       0.3360   5.37
      313       0.3357   5.38
      314       0.3349   5.38
      315       0.3360   5.38
      316       0.3353   5.38
      317       0.3354   5.38
      318       0.3358   5.38
