  sonda-relaxed: 20000 amostras de 2000000 rodadas, cpu 0, governor powersave

  periodo de clock MEDIDO, apos 400 ms de aquecimento: 0.1786 ns  (5.60 GHz)
  frequencia lida do sysfs no mesmo instante:         5.59 GHz

  amostra  ns/operacao   GHz
      642       0.2027   5.53
      643       0.2033   5.53
      644       0.2027   5.53
      645       0.2028   5.53
      646       0.2034   5.53
      647       0.2027   5.53
      648       0.2033   5.53
      649       0.2026   5.53
      650       0.2027   5.53
      651       0.2033   5.53
      652       0.2027   5.53
      653       0.2034   5.53
      654       0.2028   5.53
      655       0.2028   5.53
      656       0.2027   5.53
      657       0.2028   5.53
      658       0.2034   5.53
      659       0.2028   5.53
      660       0.2083   5.53
      661       0.2027   5.53
      662       0.2027   5.53
      663       0.2033   5.53
      664       0.2027   5.53
      665       0.2034   5.53
      666       0.2027   5.53
      667       0.2028   5.53
      668       0.2034   5.53
      669       0.2029   5.53
      670       0.2033   5.53
      671       0.2027   5.53
      672       0.2028   5.53
      673       0.2033   5.53
      674       0.2027   5.53
      675       0.2033   5.53
      676       0.2028   5.53
      677       0.2027   5.53
      678       0.2036   5.53
      679       0.2027   5.53
      680       0.2036   5.53
      681       0.2027   5.53
      682       0.2034   5.53
      683       0.2028   5.53
      684       0.2028   5.53
      685       0.2034   5.53
      686       0.2028   5.53
      687       0.2034   5.53
      688       0.2028   5.53
      689       0.2028   5.53
      690       0.2034   5.53
      691       0.2028   5.53
      692       0.2032   5.53
      693       0.2028   5.53
      694       0.2027   5.53
      695       0.2035   5.53
      696       0.2028   5.53
      697       0.2034   5.53
      698       0.2028   5.53
      699       0.2028   5.53
      700       0.2034   5.53
      701       0.2028   5.53
      702       0.2032   5.53
      703       0.2028   5.53
      704       0.2030   5.53
      705       0.2034   5.53
      706       0.2027   5.53
      707       0.2033   5.53
      708       0.2027   5.53
      709       0.2034   5.53
      710       0.2028   5.53
      711       0.2028   5.53
      712       0.2034   5.53
      713       0.2027   5.53
      714       0.2034   5.53
      715       0.2027   5.53
      716       0.2028   5.53
      717       0.2035   5.53
      718       0.2028   5.53
      719       0.2036   5.53
      720       0.2028   5.53
      721       0.2027   5.53
      722       0.2033   5.53
      723       0.2027   5.53
      724       0.2034   5.53
      725       0.2028   5.53
      726       0.2027   5.53
      727       0.2035   5.53
      728       0.2028   5.53
      729       0.2034   5.53
      730       0.2028   5.53
      731       0.2033   5.53
      732       0.2027   5.53
      733       0.2027   5.53
      734       0.2034   5.53
      735       0.2028   5.53
      736       0.2035   5.53
      737       0.2027   5.53
      738       0.2027   5.53
      739       0.2035   5.53
      740       0.2028   5.53
      741       0.2034   5.53
      742       0.2028   5.53
      743       0.2028   5.53
      744       0.2034   5.53
      745       0.2028   5.53
      746       0.2034   5.53
      747       0.2029   5.53
      748       0.2028   5.53
      749       0.2034   5.53
      750       0.2028   5.53
      751       0.2032   5.53
      752       0.2027   5.53
      753       0.2029   5.53
      754       0.2034   5.53
      755       0.2028   5.53
      756       0.2034   5.53
      757       0.2028   5.53
      758       0.2034   5.53
      759       0.2027   5.53
      760       0.2028   5.53
      761       0.2033   5.53
      762       0.2026   5.53
      763       0.2034   5.53
      764       0.2028   5.53
      765       0.2028   5.53
      766       0.2033   5.53
      767       0.2028   5.53
      768       0.2034   5.53
      769       0.2028   5.53
      770       0.2028   5.53
      771       0.2034   5.53
      772       0.2028   5.53
      773       0.2034   5.53
      774       0.2027   5.53
      775       0.2028   5.53
      776       0.2034   5.53
      777       0.2028   5.53
      778       0.2034   5.53
      779       0.2027   5.53
      780       0.2028   5.53
