repeticao,ordem,versao,topologia,cache,ciclos,tsc_hz,pacotes,ns_por_pacote
5,13,26.07,assimetrico,32,42928776,4391800000,2000000,4.8874
5,14,25.11,simetrico,32,20648188,4391800000,2000000,2.3508
5,14,26.07,simetrico,32,22197120,4391800000,2000000,2.5271
5,15,25.11,simetrico,128,20629268,4391800000,2000000,2.3486
5,15,26.07,simetrico,128,22319132,4391800000,2000000,2.5410
5,16,25.11,simetrico,512,20593320,4391800000,2000000,2.3445
5,16,26.07,simetrico,512,22204028,4391800000,2000000,2.5279
5,17,25.11,assimetrico,16,47902536,4391800000,2000000,5.4536
5,17,26.07,assimetrico,16,47485856,4391800000,2000000,5.4062
5,18,25.11,simetrico,24,20652412,4391800000,2000000,2.3512
5,18,26.07,simetrico,24,24909720,4391800000,2000000,2.8359
5,19,25.11,assimetrico,128,37816108,4391800000,2000000,4.3053
5,19,26.07,assimetrico,128,41326384,4391800000,2000000,4.7049
5,20,25.11,assimetrico,96,36917540,4391800000,2000000,4.2030
5,20,26.07,assimetrico,96,46394392,4391800000,2000000,5.2819
6,1,25.11,assimetrico,96,37048176,4391800000,2000000,4.2179
6,1,26.07,assimetrico,96,45488080,4391800000,2000000,5.1788
6,2,25.11,assimetrico,0,48912380,4391800000,2000000,5.5686
6,2,26.07,assimetrico,0,47259872,4391800000,2000000,5.3805
6,3,25.11,simetrico,96,20688932,4391800000,2000000,2.3554
6,3,26.07,simetrico,96,22202136,4391800000,2000000,2.5277
6,4,25.11,assimetrico,48,42767428,4391800000,2000000,4.8690
6,4,26.07,assimetrico,48,43551684,4391800000,2000000,4.9583
6,5,25.11,assimetrico,128,37587748,4391800000,2000000,4.2793
6,5,26.07,assimetrico,128,38542680,4391800000,2000000,4.3880
6,6,25.11,simetrico,512,20671640,4391800000,2000000,2.3534
6,6,26.07,simetrico,512,22184492,4391800000,2000000,2.5257
6,7,25.11,assimetrico,64,41833704,4391800000,2000000,4.7627
6,7,26.07,assimetrico,64,45776896,4391800000,2000000,5.2116
6,8,25.11,simetrico,32,20628388,4391800000,2000000,2.3485
6,8,26.07,simetrico,32,22446908,4391800000,2000000,2.5555
6,9,25.11,simetrico,256,20676920,4391800000,2000000,2.3540
6,9,26.07,simetrico,256,22169884,4391800000,2000000,2.5240
6,10,25.11,assimetrico,32,44497464,4391800000,2000000,5.0660
6,10,26.07,assimetrico,32,42052472,4391800000,2000000,4.7876
6,11,25.11,assimetrico,16,47615216,4391800000,2000000,5.4209
6,11,26.07,assimetrico,16,47303168,4391800000,2000000,5.3854
6,12,25.11,simetrico,64,20680308,4391800000,2000000,2.3544
6,12,26.07,simetrico,64,22119768,4391800000,2000000,2.5183
6,13,25.11,assimetrico,256,33469040,4391800000,2000000,3.8104
6,13,26.07,assimetrico,256,35623016,4391800000,2000000,4.0556
6,14,25.11,simetrico,24,20662004,4391800000,2000000,2.3523
6,14,26.07,simetrico,24,24734336,4391800000,2000000,2.8160
6,15,25.11,simetrico,0,23000692,4391800000,2000000,2.6186
6,15,26.07,simetrico,0,24794924,4391800000,2000000,2.8229
6,16,25.11,simetrico,16,26022348,4391800000,2000000,2.9626
6,16,26.07,simetrico,16,24719508,4391800000,2000000,2.8143
6,17,25.11,simetrico,48,20667196,4391800000,2000000,2.3529
6,17,26.07,simetrico,48,22156728,4391800000,2000000,2.5225
6,18,25.11,assimetrico,512,34944360,4391800000,2000000,3.9784
6,18,26.07,assimetrico,512,33583924,4391800000,2000000,3.8235
6,19,25.11,assimetrico,24,49985232,4391800000,2000000,5.6907
6,19,26.07,assimetrico,24,47547456,4391800000,2000000,5.4132
6,20,25.11,simetrico,128,20680132,4391800000,2000000,2.3544
6,20,26.07,simetrico,128,22325600,4391800000,2000000,2.5417
7,1,25.11,assimetrico,32,43506232,4391800000,2000000,4.9531
7,1,26.07,assimetrico,32,42769628,4391800000,2000000,4.8693
7,2,25.11,assimetrico,96,36893340,4391800000,2000000,4.2003
7,2,26.07,assimetrico,96,47647204,4391800000,2000000,5.4246
7,3,25.11,assimetrico,0,49085168,4391800000,2000000,5.5883
7,3,26.07,assimetrico,0,45167540,4391800000,2000000,5.1423
7,4,25.11,simetrico,512,20681804,4391800000,2000000,2.3546
7,4,26.07,simetrico,512,22179784,4391800000,2000000,2.5251
7,5,25.11,simetrico,24,20650916,4391800000,2000000,2.3511
7,5,26.07,simetrico,24,24714668,4391800000,2000000,2.8137
7,6,25.11,simetrico,32,20611888,4391800000,2000000,2.3466
7,6,26.07,simetrico,32,22194216,4391800000,2000000,2.5268
7,7,25.11,assimetrico,512,34031360,4391800000,2000000,3.8744
7,7,26.07,assimetrico,512,34292368,4391800000,2000000,3.9041
7,8,25.11,simetrico,16,26288592,4391800000,2000000,2.9929
7,8,26.07,simetrico,16,24729100,4391800000,2000000,2.8154
7,9,25.11,simetrico,0,23500180,4391800000,2000000,2.6755
7,9,26.07,simetrico,0,24454100,4391800000,2000000,2.7841
7,10,25.11,simetrico,256,20610304,4391800000,2000000,2.3465
7,10,26.07,simetrico,256,22277200,4391800000,2000000,2.5362
7,11,25.11,assimetrico,48,44247808,4391800000,2000000,5.0375
7,11,26.07,assimetrico,48,43502052,4391800000,2000000,4.9526
7,12,25.11,simetrico,128,20646868,4391800000,2000000,2.3506
7,12,26.07,simetrico,128,22197032,4391800000,2000000,2.5271
7,13,25.11,assimetrico,128,37117388,4391800000,2000000,4.2258
7,13,26.07,assimetrico,128,39191416,4391800000,2000000,4.4619
7,14,25.11,simetrico,48,20614176,4391800000,2000000,2.3469
7,14,26.07,simetrico,48,22188056,4391800000,2000000,2.5261
7,15,25.11,assimetrico,16,45990868,4391800000,2000000,5.2360
7,15,26.07,assimetrico,16,47762880,4391800000,2000000,5.4377
7,16,25.11,assimetrico,24,49092780,4391800000,2000000,5.5891
7,16,26.07,assimetrico,24,47098788,4391800000,2000000,5.3621
7,17,25.11,assimetrico,64,40933288,4391800000,2000000,4.6602
7,17,26.07,assimetrico,64,45107348,4391800000,2000000,5.1354
7,18,25.11,simetrico,96,20677800,4391800000,2000000,2.3541
7,18,26.07,simetrico,96,22201344,4391800000,2000000,2.5276
7,19,25.11,simetrico,64,20733152,4391800000,2000000,2.3604
7,19,26.07,simetrico,64,22173888,4391800000,2000000,2.5245
7,20,25.11,assimetrico,256,36069132,4391800000,2000000,4.1064
7,20,26.07,assimetrico,256,36402784,4391800000,2000000,4.1444
8,1,25.11,assimetrico,96,36106620,4391800000,2000000,4.1107
8,1,26.07,assimetrico,96,46630628,4391800000,2000000,5.3088
8,2,25.11,assimetrico,32,43740136,4391800000,2000000,4.9798
8,2,26.07,assimetrico,32,43562244,4391800000,2000000,4.9595
8,3,25.11,simetrico,0,23249292,4391800000,2000000,2.6469
8,3,26.07,simetrico,0,25909752,4391800000,2000000,2.9498
8,4,25.11,simetrico,256,20620380,4391800000,2000000,2.3476
8,4,26.07,simetrico,256,22145816,4391800000,2000000,2.5213
8,5,25.11,assimetrico,16,49334120,4391800000,2000000,5.6166
8,5,26.07,assimetrico,16,49110996,4391800000,2000000,5.5912
8,6,25.11,simetrico,512,20607400,4391800000,2000000,2.3461
8,6,26.07,simetrico,512,22251944,4391800000,2000000,2.5334
8,7,25.11,assimetrico,512,34006720,4391800000,2000000,3.8716
8,7,26.07,assimetrico,512,35120536,4391800000,2000000,3.9984
8,8,25.11,simetrico,96,20675116,4391800000,2000000,2.3538
8,8,26.07,simetrico,96,22189640,4391800000,2000000,2.5263
8,9,25.11,assimetrico,64,41320312,4391800000,2000000,4.7043
