repeticao,ordem,versao,topologia,cache,ciclos,tsc_hz,pacotes,ns_por_pacote
1,1,25.11,simetrico,0,17885780,4391800000,2000000,2.0363
1,1,26.07,simetrico,0,19475104,4391800000,2000000,2.2172
1,2,25.11,simetrico,256,15950792,4391800000,2000000,1.8160
1,2,26.07,simetrico,256,17104868,4391800000,2000000,1.9474
1,3,25.11,simetrico,16,20104304,4391800000,2000000,2.2888
1,3,26.07,simetrico,16,19137316,4391800000,2000000,2.1788
1,4,25.11,simetrico,512,15923952,4391800000,2000000,1.8129
1,4,26.07,simetrico,512,17172452,4391800000,2000000,1.9551
1,5,25.11,simetrico,24,15947184,4391800000,2000000,1.8156
1,5,26.07,simetrico,24,19153772,4391800000,2000000,2.1806
1,6,25.11,assimetrico,32,33024288,4391800000,2000000,3.7598
1,6,26.07,assimetrico,32,33205348,4391800000,2000000,3.7804
1,7,25.11,simetrico,64,16024932,4391800000,2000000,1.8244
1,7,26.07,simetrico,64,17017396,4391800000,2000000,1.9374
1,8,25.11,simetrico,48,15918320,4391800000,2000000,1.8123
1,8,26.07,simetrico,48,17075256,4391800000,2000000,1.9440
1,9,25.11,assimetrico,128,28593004,4391800000,2000000,3.2553
1,9,26.07,assimetrico,128,29754384,4391800000,2000000,3.3875
1,10,25.11,assimetrico,24,37134944,4391800000,2000000,4.2278
1,10,26.07,assimetrico,24,35893132,4391800000,2000000,4.0864
1,11,25.11,assimetrico,16,35428492,4391800000,2000000,4.0335
1,11,26.07,assimetrico,16,36593304,4391800000,2000000,4.1661
1,12,25.11,assimetrico,48,32471780,4391800000,2000000,3.6969
1,12,26.07,assimetrico,48,32959036,4391800000,2000000,3.7523
1,13,25.11,assimetrico,64,31538892,4391800000,2000000,3.5907
1,13,26.07,assimetrico,64,34787720,4391800000,2000000,3.9605
1,14,25.11,assimetrico,0,38146064,4391800000,2000000,4.3429
1,14,26.07,assimetrico,0,35765928,4391800000,2000000,4.0719
1,15,25.11,simetrico,128,15902216,4391800000,2000000,1.8104
1,15,26.07,simetrico,128,17103460,4391800000,2000000,1.9472
1,16,25.11,simetrico,32,16297600,4391800000,2000000,1.8555
1,16,26.07,simetrico,32,17120048,4391800000,2000000,1.9491
1,17,25.11,assimetrico,96,27982108,4391800000,2000000,3.1857
1,17,26.07,assimetrico,96,35294336,4391800000,2000000,4.0182
1,18,25.11,assimetrico,512,26187172,4391800000,2000000,2.9814
1,18,26.07,assimetrico,512,26041928,4391800000,2000000,2.9648
1,19,25.11,assimetrico,256,26387856,4391800000,2000000,3.0042
1,19,26.07,assimetrico,256,27442140,4391800000,2000000,3.1242
1,20,25.11,simetrico,96,15961088,4391800000,2000000,1.8171
1,20,26.07,simetrico,96,17093692,4391800000,2000000,1.9461
2,1,25.11,simetrico,48,15958008,4391800000,2000000,1.8168
2,1,26.07,simetrico,48,18528840,4391800000,2000000,2.1095
2,2,25.11,simetrico,32,15912512,4391800000,2000000,1.8116
2,2,26.07,simetrico,32,16976344,4391800000,2000000,1.9327
2,3,25.11,assimetrico,256,26625940,4391800000,2000000,3.0313
2,3,26.07,assimetrico,256,27821728,4391800000,2000000,3.1675
2,4,25.11,simetrico,16,20117768,4391800000,2000000,2.2904
2,4,26.07,simetrico,16,19105240,4391800000,2000000,2.1751
2,5,25.11,assimetrico,96,28236604,4391800000,2000000,3.2147
2,5,26.07,assimetrico,96,35227720,4391800000,2000000,4.0106
2,6,25.11,assimetrico,16,35795848,4391800000,2000000,4.0753
2,6,26.07,assimetrico,16,35811468,4391800000,2000000,4.0771
2,7,25.11,simetrico,96,15921488,4391800000,2000000,1.8126
2,7,26.07,simetrico,96,17062276,4391800000,2000000,1.9425
2,8,25.11,assimetrico,64,31500260,4391800000,2000000,3.5863
2,8,26.07,assimetrico,64,34344640,4391800000,2000000,3.9101
2,9,25.11,assimetrico,32,32768384,4391800000,2000000,3.7306
2,9,26.07,assimetrico,32,33164560,4391800000,2000000,3.7757
2,10,25.11,simetrico,128,15938516,4391800000,2000000,1.8146
2,10,26.07,simetrico,128,17100688,4391800000,2000000,1.9469
2,11,25.11,simetrico,24,15946876,4391800000,2000000,1.8155
2,11,26.07,simetrico,24,19110696,4391800000,2000000,2.1757
2,12,25.11,simetrico,0,17734244,4391800000,2000000,2.0190
2,12,26.07,simetrico,0,19488260,4391800000,2000000,2.2187
2,13,25.11,simetrico,64,15896584,4391800000,2000000,1.8098
2,13,26.07,simetrico,64,17083440,4391800000,2000000,1.9449
2,14,25.11,assimetrico,128,28247560,4391800000,2000000,3.2159
2,14,26.07,assimetrico,128,29466052,4391800000,2000000,3.3547
2,15,25.11,assimetrico,24,36988248,4391800000,2000000,4.2111
2,15,26.07,assimetrico,24,35718320,4391800000,2000000,4.0665
2,16,25.11,simetrico,512,15928836,4391800000,2000000,1.8135
2,16,26.07,simetrico,512,17104692,4391800000,2000000,1.9473
2,17,25.11,simetrico,256,15919024,4391800000,2000000,1.8124
2,17,26.07,simetrico,256,17116704,4391800000,2000000,1.9487
2,18,25.11,assimetrico,512,25963080,4391800000,2000000,2.9559
2,18,26.07,assimetrico,512,26560512,4391800000,2000000,3.0239
2,19,25.11,assimetrico,48,32992036,4391800000,2000000,3.7561
2,19,26.07,assimetrico,48,32576720,4391800000,2000000,3.7088
2,20,25.11,assimetrico,0,38626016,4391800000,2000000,4.3975
2,20,26.07,assimetrico,0,37266460,4391800000,2000000,4.2427
3,1,25.11,simetrico,32,15922852,4391800000,2000000,1.8128
3,1,26.07,simetrico,32,17108608,4391800000,2000000,1.9478
3,2,25.11,assimetrico,512,26422440,4391800000,2000000,3.0082
3,2,26.07,assimetrico,512,26144580,4391800000,2000000,2.9765
3,3,25.11,simetrico,16,20099332,4391800000,2000000,2.2883
3,3,26.07,simetrico,16,19134984,4391800000,2000000,2.1785
3,4,25.11,simetrico,128,15899356,4391800000,2000000,1.8101
3,4,26.07,simetrico,128,17112480,4391800000,2000000,1.9482
3,5,25.11,assimetrico,16,36317732,4391800000,2000000,4.1347
3,5,26.07,assimetrico,16,35736932,4391800000,2000000,4.0686
3,6,25.11,simetrico,512,15897992,4391800000,2000000,1.8100
3,6,26.07,simetrico,512,17126164,4391800000,2000000,1.9498
3,7,25.11,assimetrico,48,32439968,4391800000,2000000,3.6932
3,7,26.07,assimetrico,48,33054296,4391800000,2000000,3.7632
3,8,25.11,simetrico,64,15891656,4391800000,2000000,1.8092
3,8,26.07,simetrico,64,17107992,4391800000,2000000,1.9477
3,9,25.11,assimetrico,24,37104144,4391800000,2000000,4.2243
3,9,26.07,assimetrico,24,36158540,4391800000,2000000,4.1166
3,10,25.11,assimetrico,32,32935144,4391800000,2000000,3.7496
3,10,26.07,assimetrico,32,32580680,4391800000,2000000,3.7093
